withdrawal_id,atm_id,timestamp,amount,day_of_week,hour,withdrawal_frequency,is_suspicious,associated_case_id
WDR-0017506,ATM-HYD-0052,2026-07-26 04:39:00,25000,Sunday,4,14,False,N/A
WDR-0017507,ATM-HYD-0495,2026-04-29 20:30:00,15000,Wednesday,20,22,True,DR-2026-2565
WDR-0017508,ATM-HYD-0382,2026-01-25 00:27:00,4000,Sunday,0,21,True,DR-2026-1440
WDR-0017509,ATM-HYD-0204,2026-03-06 02:30:00,25000,Friday,2,14,True,DR-2026-4545
WDR-0017510,ATM-HYD-0085,2026-02-12 00:55:00,20000,Thursday,0,11,False,N/A
WDR-0017511,ATM-HYD-0299,2026-07-04 19:46:00,5000,Saturday,19,12,False,N/A
WDR-0017512,ATM-HYD-0359,2026-08-03 07:40:00,20000,Monday,7,20,False,N/A
WDR-0017513,ATM-HYD-0468,2026-07-14 21:05:00,20000,Tuesday,21,19,True,DR-2026-1533
WDR-0017514,ATM-HYD-0240,2026-06-19 03:26:00,4000,Friday,3,5,False,N/A
WDR-0017515,ATM-HYD-0208,2026-07-26 23:36:00,5000,Sunday,23,13,False,N/A
WDR-0017516,ATM-HYD-0348,2026-05-18 06:48:00,40000,Monday,6,17,False,N/A
WDR-0017517,ATM-HYD-0385,2026-03-11 02:12:00,25000,Wednesday,2,6,True,DR-2026-2343
WDR-0017518,ATM-HYD-0277,2026-07-02 18:38:00,4000,Thursday,18,24,False,N/A
WDR-0017519,ATM-HYD-0282,2026-05-07 02:11:00,4000,Thursday,2,5,False,N/A
WDR-0017520,ATM-HYD-0240,2026-03-26 23:34:00,40000,Thursday,23,15,False,N/A
WDR-0017521,ATM-HYD-0345,2026-04-16 19:40:00,15000,Thursday,19,17,False,N/A
WDR-0017522,ATM-HYD-0161,2026-03-11 03:49:00,10000,Wednesday,3,4,False,N/A
WDR-0017523,ATM-HYD-0409,2026-01-24 23:55:00,40000,Saturday,23,13,False,N/A
WDR-0017524,ATM-HYD-0149,2026-01-24 08:09:00,25000,Saturday,8,19,True,DR-2026-2329
WDR-0017525,ATM-HYD-0482,2026-02-28 06:17:00,20000,Saturday,6,12,True,DR-2026-2153
WDR-0017526,ATM-HYD-0078,2026-06-21 09:39:00,4000,Sunday,9,9,True,DR-2026-2135
WDR-0017527,ATM-HYD-0504,2026-04-11 23:41:00,40000,Saturday,23,4,False,N/A
WDR-0017528,ATM-HYD-0262,2026-02-20 01:22:00,2000,Friday,1,11,False,N/A
WDR-0017529,ATM-HYD-0440,2026-07-02 07:11:00,2000,Thursday,7,3,True,DR-2026-2626
WDR-0017530,ATM-HYD-0231,2026-01-15 12:34:00,2000,Thursday,12,7,False,N/A
WDR-0017531,ATM-HYD-0324,2026-02-21 23:01:00,10000,Saturday,23,7,True,DR-2026-2775
WDR-0017532,ATM-HYD-0124,2026-03-14 03:31:00,5000,Saturday,3,17,False,N/A
WDR-0017533,ATM-HYD-0042,2026-07-16 10:55:00,25000,Thursday,10,7,True,DR-2026-2779
WDR-0017534,ATM-HYD-0234,2026-01-19 02:12:00,5000,Monday,2,3,True,DR-2026-1432
WDR-0017535,ATM-HYD-0415,2026-05-08 20:26:00,4000,Friday,20,16,False,N/A
WDR-0017536,ATM-HYD-0119,2026-03-30 12:25:00,20000,Monday,12,11,False,N/A
WDR-0017537,ATM-HYD-0182,2026-04-04 18:45:00,2000,Saturday,18,4,True,DR-2026-4937
WDR-0017538,ATM-HYD-0020,2026-06-18 16:08:00,5000,Thursday,16,14,False,N/A
WDR-0017539,ATM-HYD-0131,2026-04-17 10:37:00,4000,Friday,10,8,True,DR-2026-2659
WDR-0017540,ATM-HYD-0294,2026-05-19 13:22:00,4000,Tuesday,13,4,False,N/A
WDR-0017541,ATM-HYD-0431,2026-02-01 20:19:00,5000,Sunday,20,24,False,N/A
WDR-0017542,ATM-HYD-0057,2026-07-19 23:31:00,10000,Sunday,23,9,False,N/A
WDR-0017543,ATM-HYD-0443,2026-03-15 00:32:00,40000,Sunday,0,18,True,DR-2026-2113
WDR-0017544,ATM-HYD-0037,2026-01-15 11:32:00,4000,Thursday,11,7,True,DR-2026-1621
WDR-0017545,ATM-HYD-0246,2026-05-08 12:32:00,40000,Friday,12,15,False,N/A
WDR-0017546,ATM-HYD-0130,2026-03-26 13:50:00,10000,Thursday,13,8,False,N/A
WDR-0017547,ATM-HYD-0233,2026-01-30 22:20:00,15000,Friday,22,18,False,N/A
WDR-0017548,ATM-HYD-0197,2026-02-05 02:29:00,5000,Thursday,2,12,True,DR-2026-4959
WDR-0017549,ATM-HYD-0119,2026-03-11 13:14:00,25000,Wednesday,13,6,True,DR-2026-1936
WDR-0017550,ATM-HYD-0298,2026-04-20 21:53:00,10000,Monday,21,15,False,N/A
WDR-0017551,ATM-HYD-0331,2026-05-25 14:25:00,2000,Monday,14,21,False,N/A
WDR-0017552,ATM-HYD-0487,2026-03-25 15:32:00,5000,Wednesday,15,24,False,N/A
WDR-0017553,ATM-HYD-0375,2026-06-21 05:08:00,15000,Sunday,5,6,False,N/A
WDR-0017554,ATM-HYD-0352,2026-07-27 19:19:00,5000,Monday,19,13,False,N/A
WDR-0017555,ATM-HYD-0189,2026-05-08 04:15:00,25000,Friday,4,10,False,N/A
WDR-0017556,ATM-HYD-0019,2026-05-18 23:18:00,4000,Monday,23,15,False,N/A
WDR-0017557,ATM-HYD-0334,2026-06-14 04:26:00,5000,Sunday,4,7,False,N/A
WDR-0017558,ATM-HYD-0085,2026-02-17 04:09:00,15000,Tuesday,4,5,False,N/A
WDR-0017559,ATM-HYD-0432,2026-05-26 00:00:00,4000,Tuesday,0,12,True,DR-2026-2398
WDR-0017560,ATM-HYD-0296,2026-07-29 23:29:00,5000,Wednesday,23,17,False,N/A
WDR-0017561,ATM-HYD-0428,2026-04-21 02:27:00,2000,Tuesday,2,22,False,N/A
WDR-0017562,ATM-HYD-0075,2026-05-29 15:43:00,25000,Friday,15,5,True,DR-2026-2758
WDR-0017563,ATM-HYD-0097,2026-04-01 20:58:00,15000,Wednesday,20,24,False,N/A
WDR-0017564,ATM-HYD-0290,2026-05-18 09:42:00,4000,Monday,9,20,True,DR-2026-2704
WDR-0017565,ATM-HYD-0044,2026-03-15 18:04:00,15000,Sunday,18,3,True,DR-2026-4547
WDR-0017566,ATM-HYD-0368,2026-06-12 12:50:00,4000,Friday,12,13,True,DR-2026-1587
WDR-0017567,ATM-HYD-0138,2026-02-09 09:08:00,2000,Monday,9,4,False,N/A
WDR-0017568,ATM-HYD-0212,2026-02-23 02:16:00,4000,Monday,2,18,True,DR-2026-2664
WDR-0017569,ATM-HYD-0343,2026-05-31 14:24:00,4000,Sunday,14,9,False,N/A
WDR-0017570,ATM-HYD-0185,2026-03-21 18:40:00,40000,Saturday,18,21,False,N/A
WDR-0017571,ATM-HYD-0276,2026-04-23 05:23:00,10000,Thursday,5,3,False,N/A
WDR-0017572,ATM-HYD-0072,2026-05-11 14:49:00,40000,Monday,14,11,False,N/A
WDR-0017573,ATM-HYD-0227,2026-05-10 23:27:00,5000,Sunday,23,23,False,N/A
WDR-0017574,ATM-HYD-0461,2026-01-25 03:35:00,20000,Sunday,3,18,False,N/A
WDR-0017575,ATM-HYD-0451,2026-03-30 15:23:00,15000,Monday,15,17,True,DR-2026-3011
WDR-0017576,ATM-HYD-0437,2026-03-29 17:29:00,15000,Sunday,17,8,True,DR-2026-3241
WDR-0017577,ATM-HYD-0404,2026-04-27 17:49:00,4000,Monday,17,12,True,DR-2026-4072
WDR-0017578,ATM-HYD-0484,2026-05-10 05:32:00,20000,Sunday,5,14,False,N/A
WDR-0017579,ATM-HYD-0102,2026-04-13 16:01:00,20000,Monday,16,10,False,N/A
WDR-0017580,ATM-HYD-0252,2026-02-23 10:21:00,40000,Monday,10,4,False,N/A
WDR-0017581,ATM-HYD-0008,2026-04-11 03:15:00,5000,Saturday,3,3,True,DR-2026-2220
WDR-0017582,ATM-HYD-0352,2026-05-04 13:14:00,4000,Monday,13,12,False,N/A
WDR-0017583,ATM-HYD-0312,2026-02-20 17:19:00,10000,Friday,17,17,True,DR-2026-2861
WDR-0017584,ATM-HYD-0046,2026-02-09 00:18:00,20000,Monday,0,13,False,N/A
WDR-0017585,ATM-HYD-0213,2026-02-28 08:59:00,4000,Saturday,8,9,False,N/A
WDR-0017586,ATM-HYD-0407,2026-02-18 18:35:00,2000,Wednesday,18,7,False,N/A
WDR-0017587,ATM-HYD-0463,2026-03-10 16:36:00,5000,Tuesday,16,18,False,N/A
WDR-0017588,ATM-HYD-0358,2026-07-05 02:51:00,5000,Sunday,2,12,True,DR-2026-3121
WDR-0017589,ATM-HYD-0282,2026-04-26 14:01:00,4000,Sunday,14,13,False,N/A
WDR-0017590,ATM-HYD-0163,2026-04-08 23:25:00,2000,Wednesday,23,17,False,N/A
WDR-0017591,ATM-HYD-0351,2026-03-14 04:08:00,4000,Saturday,4,10,False,N/A
WDR-0017592,ATM-HYD-0323,2026-02-09 13:27:00,2000,Monday,13,8,False,N/A
WDR-0017593,ATM-HYD-0175,2026-05-25 00:19:00,40000,Monday,0,13,False,N/A
WDR-0017594,ATM-HYD-0320,2026-03-21 06:18:00,10000,Saturday,6,13,False,N/A
WDR-0017595,ATM-HYD-0467,2026-07-17 17:48:00,2000,Friday,17,7,False,N/A
WDR-0017596,ATM-HYD-0335,2026-05-18 15:01:00,2000,Monday,15,6,False,N/A
WDR-0017597,ATM-HYD-0182,2026-04-03 19:46:00,40000,Friday,19,12,False,N/A
WDR-0017598,ATM-HYD-0348,2026-06-27 13:49:00,25000,Saturday,13,6,False,N/A
WDR-0017599,ATM-HYD-0395,2026-02-19 21:18:00,40000,Thursday,21,5,False,N/A
WDR-0017600,ATM-HYD-0110,2026-02-08 09:47:00,10000,Sunday,9,17,False,N/A
WDR-0017601,ATM-HYD-0474,2026-06-18 05:28:00,10000,Thursday,5,4,False,N/A
WDR-0017602,ATM-HYD-0196,2026-04-05 11:04:00,5000,Sunday,11,16,True,DR-2026-2908
WDR-0017603,ATM-HYD-0037,2026-02-11 12:37:00,2000,Wednesday,12,10,False,N/A
WDR-0017604,ATM-HYD-0341,2026-03-03 09:48:00,2000,Tuesday,9,11,True,DR-2026-5062
WDR-0017605,ATM-HYD-0138,2026-04-20 09:35:00,10000,Monday,9,5,False,N/A
WDR-0017606,ATM-HYD-0150,2026-02-05 15:35:00,25000,Thursday,15,10,False,N/A
WDR-0017607,ATM-HYD-0271,2026-07-07 20:51:00,40000,Tuesday,20,17,False,N/A
WDR-0017608,ATM-HYD-0020,2026-03-18 15:27:00,5000,Wednesday,15,9,False,N/A
WDR-0017609,ATM-HYD-0327,2026-03-19 20:53:00,10000,Thursday,20,16,False,N/A
WDR-0017610,ATM-HYD-0437,2026-03-12 02:47:00,5000,Thursday,2,22,False,N/A
WDR-0017611,ATM-HYD-0289,2026-02-23 00:16:00,15000,Monday,0,5,False,N/A
WDR-0017612,ATM-HYD-0286,2026-07-11 17:39:00,4000,Saturday,17,21,False,N/A
WDR-0017613,ATM-HYD-0186,2026-04-15 20:08:00,5000,Wednesday,20,9,False,N/A
WDR-0017614,ATM-HYD-0419,2026-01-26 14:03:00,2000,Monday,14,18,False,N/A
WDR-0017615,ATM-HYD-0510,2026-05-07 17:59:00,2000,Thursday,17,19,False,N/A
WDR-0017616,ATM-HYD-0469,2026-07-23 07:10:00,5000,Thursday,7,20,False,N/A
WDR-0017617,ATM-HYD-0137,2026-07-21 08:35:00,10000,Tuesday,8,17,False,N/A
WDR-0017618,ATM-HYD-0343,2026-02-04 09:29:00,20000,Wednesday,9,16,False,N/A
WDR-0017619,ATM-HYD-0216,2026-07-29 04:18:00,15000,Wednesday,4,20,True,DR-2026-2932
WDR-0017620,ATM-HYD-0449,2026-01-16 17:36:00,5000,Friday,17,9,False,N/A
WDR-0017621,ATM-HYD-0439,2026-04-17 15:17:00,40000,Friday,15,9,False,N/A
WDR-0017622,ATM-HYD-0465,2026-03-03 13:48:00,40000,Tuesday,13,22,True,DR-2026-5122
WDR-0017623,ATM-HYD-0027,2026-04-26 13:27:00,2000,Sunday,13,19,False,N/A
WDR-0017624,ATM-HYD-0283,2026-03-06 09:55:00,2000,Friday,9,3,True,DR-2026-1313
WDR-0017625,ATM-HYD-0082,2026-04-16 19:49:00,2000,Thursday,19,16,True,DR-2026-2949
WDR-0017626,ATM-HYD-0308,2026-03-14 18:56:00,15000,Saturday,18,11,True,DR-2026-1103
WDR-0017627,ATM-HYD-0511,2026-05-21 09:30:00,5000,Thursday,9,15,False,N/A
WDR-0017628,ATM-HYD-0285,2026-05-23 04:22:00,40000,Saturday,4,16,False,N/A
WDR-0017629,ATM-HYD-0387,2026-06-07 11:06:00,10000,Sunday,11,17,False,N/A
WDR-0017630,ATM-HYD-0231,2026-06-07 12:46:00,40000,Sunday,12,12,False,N/A
WDR-0017631,ATM-HYD-0011,2026-07-04 17:33:00,25000,Saturday,17,16,False,N/A
WDR-0017632,ATM-HYD-0484,2026-04-22 12:34:00,2000,Wednesday,12,8,False,N/A
WDR-0017633,ATM-HYD-0269,2026-04-18 03:08:00,40000,Saturday,3,6,False,N/A
WDR-0017634,ATM-HYD-0071,2026-05-03 15:11:00,15000,Sunday,15,11,False,N/A
WDR-0017635,ATM-HYD-0242,2026-05-04 07:12:00,2000,Monday,7,22,False,N/A
WDR-0017636,ATM-HYD-0144,2026-03-24 17:04:00,10000,Tuesday,17,18,False,N/A
WDR-0017637,ATM-HYD-0096,2026-01-20 23:00:00,2000,Tuesday,23,23,True,DR-2026-2939
WDR-0017638,ATM-HYD-0270,2026-06-17 21:19:00,2000,Wednesday,21,5,False,N/A
WDR-0017639,ATM-HYD-0364,2026-06-24 15:33:00,25000,Wednesday,15,6,True,DR-2026-3810
WDR-0017640,ATM-HYD-0157,2026-01-16 06:37:00,4000,Friday,6,3,True,DR-2026-2329
WDR-0017641,ATM-HYD-0123,2026-07-30 04:15:00,15000,Thursday,4,10,False,N/A
WDR-0017642,ATM-HYD-0059,2026-02-17 21:11:00,10000,Tuesday,21,15,False,N/A
WDR-0017643,ATM-HYD-0060,2026-04-07 02:59:00,4000,Tuesday,2,6,False,N/A
WDR-0017644,ATM-HYD-0437,2026-07-28 15:59:00,2000,Tuesday,15,15,False,N/A
WDR-0017645,ATM-HYD-0156,2026-06-22 12:45:00,5000,Monday,12,20,False,N/A
WDR-0017646,ATM-HYD-0472,2026-06-06 16:10:00,2000,Saturday,16,4,False,N/A
WDR-0017647,ATM-HYD-0076,2026-04-19 07:13:00,4000,Sunday,7,7,True,DR-2026-4787
WDR-0017648,ATM-HYD-0005,2026-02-10 17:15:00,25000,Tuesday,17,22,False,N/A
WDR-0017649,ATM-HYD-0084,2026-05-13 07:43:00,10000,Wednesday,7,16,False,N/A
WDR-0017650,ATM-HYD-0322,2026-05-17 06:38:00,25000,Sunday,6,4,True,DR-2026-3683
WDR-0017651,ATM-HYD-0110,2026-04-05 03:09:00,20000,Sunday,3,4,True,DR-2026-3235
WDR-0017652,ATM-HYD-0200,2026-07-24 02:56:00,40000,Friday,2,19,False,N/A
WDR-0017653,ATM-HYD-0096,2026-05-26 14:19:00,10000,Tuesday,14,6,False,N/A
WDR-0017654,ATM-HYD-0460,2026-04-15 05:55:00,2000,Wednesday,5,19,True,DR-2026-2774
WDR-0017655,ATM-HYD-0192,2026-04-22 20:22:00,10000,Wednesday,20,9,False,N/A
WDR-0017656,ATM-HYD-0142,2026-06-13 18:19:00,2000,Saturday,18,10,False,N/A
WDR-0017657,ATM-HYD-0194,2026-06-10 02:45:00,10000,Wednesday,2,19,False,N/A
WDR-0017658,ATM-HYD-0227,2026-07-22 02:04:00,15000,Wednesday,2,23,False,N/A
WDR-0017659,ATM-HYD-0365,2026-04-27 13:22:00,15000,Monday,13,20,False,N/A
WDR-0017660,ATM-HYD-0257,2026-07-25 08:23:00,2000,Saturday,8,8,False,N/A
WDR-0017661,ATM-HYD-0510,2026-06-03 16:03:00,40000,Wednesday,16,18,False,N/A
WDR-0017662,ATM-HYD-0364,2026-08-02 18:12:00,15000,Sunday,18,3,True,DR-2026-2200
WDR-0017663,ATM-HYD-0094,2026-07-12 10:13:00,15000,Sunday,10,5,False,N/A
WDR-0017664,ATM-HYD-0482,2026-06-21 19:03:00,25000,Sunday,19,19,False,N/A
WDR-0017665,ATM-HYD-0468,2026-02-27 01:10:00,25000,Friday,1,8,False,N/A
WDR-0017666,ATM-HYD-0043,2026-02-23 21:39:00,40000,Monday,21,21,False,N/A
WDR-0017667,ATM-HYD-0083,2026-07-17 06:13:00,5000,Friday,6,24,True,DR-2026-2531
WDR-0017668,ATM-HYD-0358,2026-07-30 15:02:00,4000,Thursday,15,24,False,N/A
WDR-0017669,ATM-HYD-0199,2026-05-08 21:43:00,40000,Friday,21,13,False,N/A
WDR-0017670,ATM-HYD-0051,2026-06-07 06:15:00,10000,Sunday,6,18,True,DR-2026-2405
WDR-0017671,ATM-HYD-0275,2026-04-30 12:00:00,40000,Thursday,12,18,False,N/A
WDR-0017672,ATM-HYD-0476,2026-06-12 03:31:00,25000,Friday,3,13,False,N/A
WDR-0017673,ATM-HYD-0416,2026-06-19 10:50:00,20000,Friday,10,9,False,N/A
WDR-0017674,ATM-HYD-0238,2026-02-14 07:18:00,2000,Saturday,7,8,False,N/A
WDR-0017675,ATM-HYD-0424,2026-02-12 19:54:00,10000,Thursday,19,15,False,N/A
WDR-0017676,ATM-HYD-0280,2026-04-29 06:11:00,5000,Wednesday,6,15,True,DR-2026-2063
WDR-0017677,ATM-HYD-0146,2026-07-08 21:40:00,5000,Wednesday,21,6,False,N/A
WDR-0017678,ATM-HYD-0128,2026-07-14 11:19:00,20000,Tuesday,11,12,True,DR-2026-2932
WDR-0017679,ATM-HYD-0425,2026-08-02 00:24:00,20000,Sunday,0,12,False,N/A
WDR-0017680,ATM-HYD-0132,2026-04-14 11:56:00,10000,Tuesday,11,18,True,DR-2026-1258
WDR-0017681,ATM-HYD-0037,2026-03-04 07:14:00,2000,Wednesday,7,5,False,N/A
WDR-0017682,ATM-HYD-0207,2026-03-14 10:47:00,25000,Saturday,10,9,False,N/A
WDR-0017683,ATM-HYD-0129,2026-04-26 04:28:00,25000,Sunday,4,21,True,DR-2026-3645
WDR-0017684,ATM-HYD-0166,2026-06-17 07:30:00,5000,Wednesday,7,11,False,N/A
WDR-0017685,ATM-HYD-0429,2026-04-06 06:31:00,20000,Monday,6,18,True,DR-2026-2073
WDR-0017686,ATM-HYD-0416,2026-05-07 01:29:00,20000,Thursday,1,9,False,N/A
WDR-0017687,ATM-HYD-0184,2026-01-21 12:00:00,15000,Wednesday,12,4,False,N/A
WDR-0017688,ATM-HYD-0512,2026-04-14 14:45:00,10000,Tuesday,14,20,False,N/A
WDR-0017689,ATM-HYD-0385,2026-05-29 13:52:00,15000,Friday,13,17,False,N/A
WDR-0017690,ATM-HYD-0228,2026-03-18 10:40:00,25000,Wednesday,10,8,True,DR-2026-2747
WDR-0017691,ATM-HYD-0040,2026-02-04 22:45:00,10000,Wednesday,22,18,False,N/A
WDR-0017692,ATM-HYD-0100,2026-05-17 23:41:00,15000,Sunday,23,16,False,N/A
WDR-0017693,ATM-HYD-0506,2026-01-15 17:50:00,15000,Thursday,17,22,True,DR-2026-2786
WDR-0017694,ATM-HYD-0026,2026-06-21 05:33:00,2000,Sunday,5,16,False,N/A
WDR-0017695,ATM-HYD-0061,2026-02-04 00:10:00,25000,Wednesday,0,20,False,N/A
WDR-0017696,ATM-HYD-0226,2026-02-19 15:13:00,25000,Thursday,15,19,False,N/A
WDR-0017697,ATM-HYD-0122,2026-01-20 00:13:00,25000,Tuesday,0,19,True,DR-2026-2252
WDR-0017698,ATM-HYD-0129,2026-06-25 13:04:00,10000,Thursday,13,15,False,N/A
WDR-0017699,ATM-HYD-0334,2026-01-25 17:12:00,2000,Sunday,17,3,False,N/A
WDR-0017700,ATM-HYD-0520,2026-01-20 04:55:00,5000,Tuesday,4,5,False,N/A
WDR-0017701,ATM-HYD-0405,2026-02-23 18:53:00,10000,Monday,18,6,True,DR-2026-2993
WDR-0017702,ATM-HYD-0506,2026-05-26 04:18:00,2000,Tuesday,4,11,False,N/A
WDR-0017703,ATM-HYD-0421,2026-01-22 02:00:00,25000,Thursday,2,17,False,N/A
WDR-0017704,ATM-HYD-0127,2026-07-19 08:07:00,20000,Sunday,8,23,False,N/A
WDR-0017705,ATM-HYD-0335,2026-04-08 18:49:00,40000,Wednesday,18,9,False,N/A
WDR-0017706,ATM-HYD-0087,2026-04-13 03:14:00,15000,Monday,3,18,True,DR-2026-2837
WDR-0017707,ATM-HYD-0379,2026-07-23 23:48:00,2000,Thursday,23,23,False,N/A
WDR-0017708,ATM-HYD-0291,2026-04-12 05:20:00,10000,Sunday,5,5,False,N/A
WDR-0017709,ATM-HYD-0232,2026-07-20 10:16:00,25000,Monday,10,13,False,N/A
WDR-0017710,ATM-HYD-0351,2026-01-19 19:20:00,4000,Monday,19,3,True,DR-2026-2301
WDR-0017711,ATM-HYD-0041,2026-02-12 04:34:00,15000,Thursday,4,3,True,DR-2026-2387
WDR-0017712,ATM-HYD-0355,2026-04-08 04:31:00,15000,Wednesday,4,12,True,DR-2026-2302
WDR-0017713,ATM-HYD-0139,2026-06-20 00:10:00,20000,Saturday,0,21,False,N/A
WDR-0017714,ATM-HYD-0093,2026-06-10 02:13:00,10000,Wednesday,2,12,False,N/A
WDR-0017715,ATM-HYD-0451,2026-03-16 13:30:00,4000,Monday,13,18,False,N/A
WDR-0017716,ATM-HYD-0313,2026-02-15 22:17:00,10000,Sunday,22,11,False,N/A
WDR-0017717,ATM-HYD-0413,2026-06-25 04:06:00,5000,Thursday,4,13,False,N/A
WDR-0017718,ATM-HYD-0434,2026-04-05 19:30:00,40000,Sunday,19,23,True,DR-2026-4173
WDR-0017719,ATM-HYD-0258,2026-06-30 22:03:00,40000,Tuesday,22,11,False,N/A
WDR-0017720,ATM-HYD-0347,2026-06-20 21:31:00,20000,Saturday,21,8,False,N/A
WDR-0017721,ATM-HYD-0303,2026-05-03 09:51:00,2000,Sunday,9,22,False,N/A
WDR-0017722,ATM-HYD-0051,2026-02-28 04:07:00,5000,Saturday,4,15,False,N/A
WDR-0017723,ATM-HYD-0246,2026-01-28 11:22:00,20000,Wednesday,11,3,False,N/A
WDR-0017724,ATM-HYD-0478,2026-06-19 04:09:00,15000,Friday,4,6,False,N/A
WDR-0017725,ATM-HYD-0030,2026-07-06 14:07:00,2000,Monday,14,5,False,N/A
WDR-0017726,ATM-HYD-0319,2026-08-02 13:17:00,10000,Sunday,13,21,False,N/A
WDR-0017727,ATM-HYD-0226,2026-03-08 23:15:00,5000,Sunday,23,9,True,DR-2026-4116
WDR-0017728,ATM-HYD-0210,2026-04-16 18:31:00,20000,Thursday,18,6,False,N/A
WDR-0017729,ATM-HYD-0334,2026-07-16 13:21:00,40000,Thursday,13,22,True,DR-2026-4942
WDR-0017730,ATM-HYD-0348,2026-07-20 08:02:00,15000,Monday,8,4,True,DR-2026-4201
WDR-0017731,ATM-HYD-0247,2026-03-11 14:56:00,10000,Wednesday,14,17,False,N/A
WDR-0017732,ATM-HYD-0083,2026-03-14 12:27:00,2000,Saturday,12,17,False,N/A
WDR-0017733,ATM-HYD-0004,2026-03-09 07:01:00,40000,Monday,7,13,False,N/A
WDR-0017734,ATM-HYD-0520,2026-05-08 22:30:00,15000,Friday,22,3,False,N/A
WDR-0017735,ATM-HYD-0093,2026-02-16 23:08:00,20000,Monday,23,16,False,N/A
WDR-0017736,ATM-HYD-0489,2026-06-25 22:25:00,20000,Thursday,22,11,False,N/A
WDR-0017737,ATM-HYD-0228,2026-02-18 19:10:00,10000,Wednesday,19,6,False,N/A
WDR-0017738,ATM-HYD-0133,2026-04-06 18:46:00,20000,Monday,18,24,False,N/A
WDR-0017739,ATM-HYD-0220,2026-05-04 18:27:00,5000,Monday,18,22,False,N/A
WDR-0017740,ATM-HYD-0449,2026-01-29 09:53:00,5000,Thursday,9,6,True,DR-2026-3253
WDR-0017741,ATM-HYD-0310,2026-04-30 00:24:00,20000,Thursday,0,14,False,N/A
WDR-0017742,ATM-HYD-0130,2026-01-15 05:25:00,5000,Thursday,5,17,False,N/A
WDR-0017743,ATM-HYD-0326,2026-04-01 14:22:00,4000,Wednesday,14,8,True,DR-2026-2984
WDR-0017744,ATM-HYD-0268,2026-06-19 13:39:00,40000,Friday,13,12,False,N/A
WDR-0017745,ATM-HYD-0151,2026-06-11 03:45:00,4000,Thursday,3,15,False,N/A
WDR-0017746,ATM-HYD-0242,2026-05-15 19:39:00,5000,Friday,19,7,True,DR-2026-4868
WDR-0017747,ATM-HYD-0072,2026-05-29 09:39:00,20000,Friday,9,13,False,N/A
WDR-0017748,ATM-HYD-0242,2026-04-11 13:02:00,15000,Saturday,13,8,False,N/A
WDR-0017749,ATM-HYD-0347,2026-04-25 17:15:00,2000,Saturday,17,14,False,N/A
WDR-0017750,ATM-HYD-0189,2026-03-31 01:40:00,25000,Tuesday,1,16,True,DR-2026-1136
WDR-0017751,ATM-HYD-0328,2026-02-16 04:50:00,4000,Monday,4,3,False,N/A
WDR-0017752,ATM-HYD-0366,2026-05-28 19:56:00,4000,Thursday,19,19,False,N/A
WDR-0017753,ATM-HYD-0158,2026-06-20 17:01:00,40000,Saturday,17,17,True,DR-2026-4917
WDR-0017754,ATM-HYD-0415,2026-05-21 08:41:00,15000,Thursday,8,9,True,DR-2026-3484
WDR-0017755,ATM-HYD-0264,2026-03-20 10:47:00,2000,Friday,10,12,True,DR-2026-1962
WDR-0017756,ATM-HYD-0013,2026-04-26 21:26:00,2000,Sunday,21,24,True,DR-2026-2441
WDR-0017757,ATM-HYD-0327,2026-08-01 10:44:00,5000,Saturday,10,12,False,N/A
WDR-0017758,ATM-HYD-0417,2026-03-31 04:01:00,15000,Tuesday,4,24,False,N/A
WDR-0017759,ATM-HYD-0101,2026-05-10 13:50:00,10000,Sunday,13,11,False,N/A
WDR-0017760,ATM-HYD-0427,2026-07-27 12:32:00,4000,Monday,12,10,False,N/A
WDR-0017761,ATM-HYD-0376,2026-06-19 00:59:00,25000,Friday,0,4,False,N/A
WDR-0017762,ATM-HYD-0287,2026-05-08 12:46:00,10000,Friday,12,24,True,DR-2026-2387
WDR-0017763,ATM-HYD-0247,2026-04-24 13:39:00,10000,Friday,13,15,False,N/A
WDR-0017764,ATM-HYD-0503,2026-07-30 10:22:00,20000,Thursday,10,13,False,N/A
WDR-0017765,ATM-HYD-0343,2026-03-14 20:25:00,25000,Saturday,20,23,True,DR-2026-3233
WDR-0017766,ATM-HYD-0153,2026-07-30 02:49:00,40000,Thursday,2,23,False,N/A
WDR-0017767,ATM-HYD-0089,2026-06-29 15:20:00,40000,Monday,15,20,False,N/A
WDR-0017768,ATM-HYD-0130,2026-07-19 23:38:00,20000,Sunday,23,19,False,N/A
WDR-0017769,ATM-HYD-0092,2026-02-06 07:09:00,4000,Friday,7,14,True,DR-2026-1402
WDR-0017770,ATM-HYD-0096,2026-01-25 02:34:00,2000,Sunday,2,10,False,N/A
WDR-0017771,ATM-HYD-0319,2026-05-14 08:24:00,40000,Thursday,8,16,False,N/A
WDR-0017772,ATM-HYD-0057,2026-04-19 12:17:00,2000,Sunday,12,18,True,DR-2026-5116
WDR-0017773,ATM-HYD-0005,2026-06-18 10:30:00,2000,Thursday,10,6,False,N/A
WDR-0017774,ATM-HYD-0003,2026-06-21 01:22:00,2000,Sunday,1,21,True,DR-2026-3596
WDR-0017775,ATM-HYD-0051,2026-01-31 22:50:00,20000,Saturday,22,7,True,DR-2026-2764
WDR-0017776,ATM-HYD-0107,2026-05-31 15:10:00,20000,Sunday,15,9,False,N/A
